geoid,num_surveys,detectors_found_total,detectors_found_prc,detectors_found_CI,detectors_working_total,detectors_working_prc,detectors_working_CI
#_21239,427.0,356.0,83.37,3.531776066643811,299.0,70.02,4.3457926524813235
#_22001,25.0,12.0,48.0,19.584313722977377,9.0,36.0,18.816
#_22003,2.0,1.0,50.0,69.29646455628166,1.0,50.0,69.29646455628166
#_22005,207.0,67.0,32.37,6.373998281423851,36.0,17.39,5.163414627142337
#_22007,9.0,1.0,11.11,20.531387474466175,1.0,11.11,20.531387474466175
#_22009,54.0,12.0,22.22,11.088305633647783,0.0,0.0,0.0
#_22011,79.0,29.0,36.71,10.629241287473992,13.0,16.46,8.177201066627298
#_22013,1.0,1.0,100.0,0.0,1.0,100.0,0.0
#_22015,301.0,76.0,25.25,4.908051524530061,40.0,13.29,3.8350400802004905
#_22017,525.0,103.0,19.62,3.397034222730174,63.0,12.0,2.7797668967019518
#_22019,300.0,93.0,31.0,5.233603729744926,49.0,16.33,4.182860884514329
#_22021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_22023,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#_22025,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#_22027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_22029,114.0,35.0,30.7,8.467192836254279,16.0,14.04,6.377278788752589
#_22031,7.0,4.0,57.14,36.66091100231962,3.0,42.86,36.66091100231962
#_22033,1521.0,480.0,31.56,2.3356887128792225,231.0,15.19,1.8038228450082259
#_22035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_22037,50.0,17.0,34.0,13.130537231964274,6.0,12.0,9.007474229771628
#_22039,183.0,70.0,38.25,7.041492599782157,50.0,27.32,6.456220185436796
#_22041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_22043,2.0,1.0,50.0,69.29646455628166,0.0,0.0,0.0
#_22045,25.0,14.0,56.0,19.458368276913664,9.0,36.0,18.816
#_22047,64.0,21.0,32.81,11.503275472555632,16.0,25.0,10.608811196359373
#_22049,21.0,16.0,76.19,18.21692660064626,7.0,33.33,20.1618002807289
#_22051,969.0,517.0,53.35,3.1411394611750505,262.0,27.04,2.7966617276359202
#_22053,72.0,17.0,23.61,9.809707808424605,10.0,13.89,7.988546005792711
#_22055,771.0,245.0,31.78,3.2867122713362864,122.0,15.82,2.5759449799571685
#_22057,122.0,39.0,31.97,8.275566056891046,11.0,9.02,5.083377836071434
#_22059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_22061,69.0,47.0,68.12,10.99582962378748,33.0,47.83,11.786697420544835
#_22063,86.0,30.0,34.88,10.072847984695823,17.0,19.77,8.417411840083709
#_22065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_22067,118.0,45.0,38.14,8.764161460580166,29.0,24.58,7.768716460178223
#_22069,37.0,10.0,27.03,14.310354926529364,4.0,10.81,10.005208381800113
#_22071,1845.0,597.0,32.36,2.134833170006855,360.0,19.51,1.8082458810429909
#_22073,302.0,177.0,58.61,5.555026995076306,116.0,38.41,5.485672238122321
#_22075,46.0,34.0,73.91,12.690121967276273,21.0,45.65,14.39452441487508
#_22077,175.0,112.0,64.0,7.111779524141619,61.0,34.86,7.06032374192572
#_22079,351.0,192.0,54.7,5.207691839058671,145.0,41.31,5.151244518187217
#_22081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_22083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_22085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_22087,11.0,8.0,72.73,26.318376261325987,4.0,36.36,28.427374541643992
#_22089,152.0,90.0,59.21,7.8128351454176785,40.0,26.32,7.000870244852647
#_22091,19.0,2.0,10.53,13.801687033723162,0.0,0.0,0.0
#_22093,14.0,1.0,7.14,13.488246652549027,0.0,0.0,0.0
#_22095,64.0,47.0,73.44,10.820478185366856,30.0,46.88,12.22612745884812
#_22097,144.0,46.0,31.94,7.6153216875221,34.0,23.61,6.936510912795663
#_22099,39.0,13.0,33.33,14.794716660712675,10.0,25.64,13.704161524636715
#_22101,16.0,3.0,18.75,19.125306370095096,1.0,6.25,11.861011497760213
#_22103,158.0,97.0,61.39,7.591476384752386,47.0,29.75,7.128434726191271
#_22105,173.0,97.0,56.07,7.395693416492564,41.0,23.7,6.33679214263491
#_22107,2.0,0.0,0.0,0.0,0.0,0.0,0.0
#_22109,145.0,62.0,42.76,8.052685372547556,33.0,22.76,6.824633468920031
#_22111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_22113,7.0,2.0,28.57,33.46589904484862,2.0,28.57,33.46589904484862
#_22115,25.0,11.0,44.0,19.458368276913664,2.0,8.0,10.63469341354042
#_22117,13.0,6.0,46.15,27.099613797986127,2.0,15.38,19.610969914742185
#_22119,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_22121,57.0,26.0,45.61,12.930288324379273,16.0,28.07,11.66527227568928
#_22123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_22125,139.0,86.0,61.87,8.074620720299539,44.0,31.65,7.732230426397448
#_22127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_23001,222.0,173.0,77.93,5.4554815181902425,131.0,59.01,6.469658403280279
#_23003,665.0,485.0,72.93,3.377088822421808,361.0,54.29,3.7862630235323613
#_23005,216.0,174.0,80.56,5.277607094128929,140.0,64.81,6.368832687915947
#_23007,183.0,126.0,68.85,6.709830111943785,98.0,53.55,7.226085955031825
#_23009,26.0,22.0,84.62,13.867049812359566,13.0,50.0,19.219381243542035
#_23011,357.0,302.0,84.59,3.745267096211,219.0,61.34,5.051551372501284
#_23013,8.0,7.0,87.5,22.91765149399039,6.0,75.0,30.00624934909393
#_23015,44.0,32.0,72.73,13.159188130662994,19.0,43.18,14.635975263463902
#_23017,130.0,102.0,78.46,7.066939878182505,69.0,53.08,8.578845648436177
#_23019,643.0,465.0,72.32,3.458301368423045,319.0,49.61,3.8646251656908235
#_23021,83.0,62.0,74.7,9.352712547705076,34.0,40.96,10.579622548577122
#_23023,40.0,27.0,67.5,14.515086978726652,20.0,50.0,15.495160534825057
#_23025,36.0,24.0,66.67,15.39882932217035,18.0,50.0,16.333333333333336
#_23027,8.0,6.0,75.0,30.00624934909393,3.0,37.5,33.54800664719143
#_23029,33.0,27.0,81.82,13.159087612472504,12.0,36.36,16.412552343972475
#_23031,69.0,52.0,75.36,10.167690607956677,33.0,47.83,11.786697420544835
#_24001,60.0,56.0,93.33,6.313264662280524,41.0,68.33,11.770914041087321
#_24003,316.0,240.0,75.95,4.712311157281316,173.0,54.75,5.48799723101196
#_24005,206.0,160.0,77.67,5.687134184441638,145.0,70.39,6.2344356619123324
#_24009,13.0,13.0,100.0,0.0,13.0,100.0,0.0
#_24011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_24013,154.0,142.0,92.21,4.233050511478369,86.0,55.84,7.843013239125057
#_24015,40.0,33.0,82.5,11.775302543883958,26.0,65.0,14.781441066418388
#_24017,57.0,51.0,89.47,7.968407724191036,44.0,77.19,10.893358754377777
#_24019,34.0,24.0,70.59,15.315659977944144,13.0,38.24,16.335378369229232
#_24021,373.0,325.0,87.13,3.398402275979608,247.0,66.22,4.799832325757717
#_24023,9.0,9.0,100.0,0.0,5.0,55.56,32.46406956457144
#_24025,401.0,272.0,67.83,4.572148463301889,190.0,47.38,4.887163123317577
#_24027,8.0,4.0,50.0,34.64823227814083,3.0,37.5,33.54800664719143
#_24029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_24031,273.0,241.0,88.28,3.8156604095524065,143.0,52.38,5.924506638076743
#_24033,2094.0,1677.0,80.09,1.710379606072067,971.0,46.37,2.1359455585999307
#_24035,13.0,12.0,92.31,14.48344720505234,8.0,61.54,26.446474218169566
#_24037,1.0,1.0,100.0,0.0,1.0,100.0,0.0
#_24039,252.0,205.0,81.35,4.80921283695275,181.0,71.83,5.55395245568415
#_24041,1.0,1.0,100.0,0.0,1.0,100.0,0.0
#_24043,358.0,276.0,77.09,4.35337546653464,193.0,53.91,5.163599832129589
#_24045,82.0,59.0,71.95,9.723687143184758,41.0,50.0,10.82228955533496
#_24047,69.0,37.0,53.62,11.766852322483292,7.0,10.14,7.122520544570306
#_24510,287.0,61.0,21.25,4.732818734193367,46.0,16.03,4.244670282463559
#_25001,320.0,243.0,75.94,4.683431688623204,193.0,60.31,5.360635719716458
#_25003,740.0,690.0,93.24,1.8089005544805392,335.0,45.27,3.586395515518294
#_25005,396.0,317.0,80.05,3.9360499080661926,267.0,67.42,4.616133842395505
#_25007,12.0,11.0,91.67,15.63513245269554,10.0,83.33,21.087929410289036
#_25009,1808.0,1225.0,67.75,2.1546481834043782,640.0,35.4,2.2043205442827283
#_25011,277.0,245.0,88.45,3.7640561864469078,162.0,58.48,5.802946160537237
#_25013,2467.0,2071.0,83.95,1.448502887298314,1295.0,52.49,1.9706173321003706
#_25015,158.0,132.0,83.54,5.782154325338031,85.0,53.8,7.773912596838939
#_25017,1302.0,881.0,67.67,2.540689073070828,507.0,38.94,2.6486645126639123
#_25019,3.0,3.0,100.0,0.0,2.0,66.67,53.34310952616092
#_25021,675.0,595.0,88.15,2.438229146099457,421.0,62.37,3.6547625503170513
#_25023,177.0,129.0,72.88,6.549655579403665,102.0,57.63,7.279859204635899
#_25025,421.0,345.0,81.95,3.6739065515019083,209.0,49.64,4.776103951092245
#_25027,1333.0,1108.0,83.12,2.010851433495746,573.0,42.99,2.657665016459924
#_26001,94.0,65.0,69.15,9.337181931692875,51.0,54.26,10.071174465010566
#_26003,42.0,27.0,64.29,14.490990246356526,15.0,35.71,14.490990246356526
#_26005,181.0,138.0,76.24,6.200567589346579,70.0,38.67,7.094803184776745
#_26007,245.0,187.0,76.33,5.3225504833679125,142.0,57.96,6.181139871577087
#_26009,15.0,8.0,53.33,25.247311251906936,6.0,40.0,24.792256855720094
#_26011,31.0,16.0,51.61,17.592192356031493,4.0,12.9,11.799922558521168
#_26013,56.0,29.0,51.79,13.087406111984146,11.0,19.64,10.405255856537119
#_26015,4.0,4.0,100.0,0.0,3.0,75.0,42.43524478543749
#_26017,81.0,51.0,62.96,10.516746620251336,22.0,27.16,9.686422616180819
#_26019,18.0,15.0,83.33,17.218222262346238,6.0,33.33,21.7772332720818
#_26021,209.0,177.0,84.69,4.881874268593371,90.0,43.06,6.71318588014926
#_26023,90.0,52.0,57.78,10.204287823459314,40.0,44.44,10.266040194219645
#_26025,123.0,79.0,64.23,8.470946653004537,32.0,26.02,7.753795188950707
#_26027,51.0,41.0,80.39,10.897096440615657,11.0,21.57,11.288524070462524
#_26029,75.0,54.0,72.0,10.161801415103524,31.0,41.33,11.144643648413947
#_26031,13.0,10.0,76.92,22.904559045274404,7.0,53.85,27.099613797986127
#_26033,356.0,176.0,49.44,5.193663834786003,54.0,15.17,3.7264782971762824
#_26035,46.0,26.0,56.52,14.325935774397912,11.0,23.91,12.326243296528647
#_26037,34.0,27.0,79.41,13.591969275836894,11.0,32.35,15.724891437014195
#_26039,81.0,60.0,74.07,9.544122229821754,34.0,41.98,10.747900599686467
#_26041,132.0,126.0,95.45,3.5551896296864807,113.0,85.61,5.987723691424688
#_26043,64.0,24.0,37.5,11.861011497760213,12.0,18.75,9.562653185047548
#_26045,273.0,213.0,78.02,4.9123755924222285,122.0,44.69,5.897687465787125
#_26047,89.0,71.0,79.78,8.344468117477321,48.0,53.93,10.355841250318477
#_26049,2523.0,1409.0,55.85,1.937645788718016,615.0,24.38,1.6754544806085778
#_26051,6.0,5.0,83.33,29.822835774397223,1.0,16.67,29.822835774397223
#_26053,41.0,29.0,70.73,13.927633605104953,27.0,65.85,14.515680036664808
#_26055,98.0,67.0,68.37,9.207154257423952,42.0,42.86,9.798040604120805
#_26057,13.0,10.0,76.92,22.904559045274404,6.0,46.15,27.099613797986127
#_26059,45.0,29.0,64.44,13.986480896637296,11.0,24.44,12.555857839838035
#_26061,33.0,28.0,84.85,12.2329539582823,16.0,48.48,17.051725556830153
#_26063,8.0,3.0,37.5,33.54800664719143,1.0,12.5,22.91765149399039
#_26065,575.0,444.0,77.22,3.4281822940114948,245.0,42.61,4.041997387568805
#_26067,34.0,26.0,76.47,14.25847641246097,18.0,52.94,16.777781829690895
#_26069,11.0,10.0,90.91,16.98820524267566,1.0,9.09,16.988205242675658
#_26071,28.0,20.0,71.43,16.73294952242431,17.0,60.71,18.090400699818673
#_26073,72.0,42.0,58.33,11.388002703722895,19.0,26.39,10.180706729342955
#_26075,398.0,248.0,62.31,4.761090970750169,81.0,20.35,3.9553929230709057
#_26077,566.0,434.0,76.68,3.483799727948249,212.0,37.46,3.9875916758826877
#_26079,10.0,7.0,70.0,28.403098422531297,3.0,30.0,28.403098422531297
#_26081,906.0,724.0,79.91,2.609050625978408,475.0,52.43,3.2519845759621626
#_26083,1.0,1.0,100.0,0.0,0.0,0.0,0.0
#_26085,15.0,10.0,66.67,23.855763806342484,3.0,20.0,20.242792956177432
#_26087,148.0,102.0,68.92,7.456557189480947,56.0,37.84,7.8136918598060925
#_26089,205.0,135.0,65.85,6.49160946032383,97.0,47.32,6.8347776712497845
#_26091,169.0,126.0,74.56,6.566352939379442,54.0,31.95,7.030111531264054
#_26093,57.0,43.0,75.44,11.174643183784987,28.0,49.12,12.978406536527064
#_26095,216.0,77.0,35.65,6.38753420082168,14.0,6.48,3.2829853731017447
#_26097,11.0,3.0,27.27,26.31837626132599,1.0,9.09,16.988205242675658
#_26099,195.0,128.0,65.64,6.665759333373921,59.0,30.26,6.447839211840164
#_26101,53.0,25.0,47.17,13.43975587278281,13.0,24.53,11.583880953078477
#_26103,171.0,124.0,72.51,6.6918213570811735,61.0,35.67,7.179866125321826
#_26105,45.0,32.0,71.11,13.243077625386027,6.0,13.33,9.931144190273343
#_26107,33.0,24.0,72.73,15.194921619110414,14.0,42.42,16.862434036315484
#_26109,70.0,55.0,78.57,9.612724894014184,42.0,60.0,11.47658485787475
#_26111,338.0,278.0,82.25,4.07347310486944,135.0,39.94,5.221489577034213
#_26113,1.0,1.0,100.0,0.0,1.0,100.0,0.0
#_26115,139.0,101.0,72.66,7.409614663443668,53.0,38.13,8.074620720299539
#_26117,277.0,217.0,78.34,4.851066147672846,161.0,58.12,5.810082860702681
#_26119,38.0,24.0,63.16,15.33716693031738,16.0,42.11,15.69851847907613
#_26121,458.0,343.0,74.89,3.971536918479691,132.0,28.82,4.148100906075803
#_26123,96.0,60.0,62.5,9.684475334265663,18.0,18.75,7.8078736301889515
#_26125,430.0,282.0,65.58,4.490689035481677,151.0,35.12,4.511848597822673
#_26127,21.0,11.0,52.38,21.361112465412468,0.0,0.0,0.0
#_26129,21.0,17.0,80.95,16.79586365746043,4.0,19.05,16.79586365746043
#_26131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_26133,11.0,6.0,54.55,29.42551347509041,5.0,45.45,29.42551347509041
#_26135,76.0,55.0,72.37,10.053539856399363,30.0,39.47,10.989253084239786
#_26137,81.0,72.0,88.89,6.843795824822059,36.0,44.44,10.821356521523812
#_26139,184.0,85.0,46.2,7.2037608293832545,48.0,26.09,6.345060983638136
#_26141,11.0,4.0,36.36,28.427374541643992,4.0,36.36,28.427374541643992
#_26143,92.0,63.0,68.48,9.493735719203844,34.0,36.96,9.863617925531665
#_26145,1227.0,533.0,43.44,2.773533390314287,340.0,27.71,2.5043277464513887
#_26147,73.0,50.0,68.49,10.656937677182055,24.0,32.88,10.776718025930297
#_26149,41.0,31.0,75.61,13.144971904004707,12.0,29.27,13.927633605104953
#_26151,36.0,17.0,47.22,16.308067685249124,5.0,13.89,11.297510105033467
#_26153,56.0,44.0,78.57,10.747353156010089,21.0,37.5,12.67995465291576
#_26155,115.0,89.0,77.39,7.645393723554982,56.0,48.7,9.135457769639657
#_26157,14.0,7.0,50.0,26.191601707417593,1.0,7.14,13.488246652549027
#_26159,116.0,83.0,71.55,8.210564764900202,37.0,31.9,8.481955199127144
#_26161,446.0,372.0,83.41,3.452398312111575,180.0,40.36,4.553371009812892
#_26163,3442.0,1960.0,56.94,1.6542318659457278,948.0,27.54,1.4923880785706676
#_26165,20.0,17.0,85.0,15.649345034217886,14.0,70.0,20.08402350128081
#_27001,17.0,12.0,70.59,21.659614057503422,11.0,64.71,22.716590000728026
#_27003,704.0,611.0,86.79,2.501243625179282,481.0,68.32,3.436657538946818
#_27005,18.0,13.0,72.22,20.69258184116553,9.0,50.0,23.098821518760552
#_27007,208.0,166.0,79.81,5.455332411714954,104.0,50.0,6.7950774037590564
#_27009,61.0,56.0,91.8,6.885245350819651,34.0,55.74,12.464657248606795
#_27011,8.0,7.0,87.5,22.91765149399039,4.0,50.0,34.64823227814083
#_27013,74.0,61.0,82.43,8.670991133971096,44.0,59.46,11.18650796262345
#_27015,193.0,165.0,85.49,4.968997538541461,77.0,39.9,6.90877582041765
#_27017,554.0,501.0,90.43,2.4497029393915364,201.0,36.28,4.003803102376449
#_27019,8.0,5.0,62.5,33.54800664719143,4.0,50.0,34.64823227814083
#_27021,70.0,33.0,47.14,11.694062747907589,18.0,25.71,10.238191978664982
#_27023,23.0,18.0,78.26,16.85744863340316,12.0,52.17,20.415158785824683
#_27025,8.0,7.0,87.5,22.91765149399039,6.0,75.0,30.00624934909393
#_27027,46.0,40.0,86.96,9.731408796353135,31.0,67.39,13.547223104385637
#_27029,8.0,7.0,87.5,22.91765149399039,4.0,50.0,34.64823227814083
#_27031,6.0,5.0,83.33,29.822835774397223,1.0,16.67,29.822835774397223
#_27033,27.0,19.0,70.37,17.223991025612218,18.0,66.67,17.781036508720305
#_27035,18.0,16.0,88.89,14.517883310363578,8.0,44.44,22.95556373402027
#_27037,168.0,138.0,82.14,5.791879356478344,83.0,49.4,7.560319746324666
#_27039,5.0,3.0,60.0,42.941448508405024,3.0,60.0,42.941448508405024
#_27041,78.0,66.0,84.62,8.006144942031744,38.0,48.72,11.092678298215104
#_27043,58.0,40.0,68.97,11.90592316118326,23.0,39.66,12.589865266623155
#_27045,1.0,1.0,100.0,0.0,1.0,100.0,0.0
#_27047,5.0,3.0,60.0,42.941448508405024,3.0,60.0,42.941448508405024
#_27049,136.0,70.0,51.47,8.39979809218125,43.0,31.62,7.815056068896755
#_27051,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#_27053,531.0,461.0,86.82,2.8772421026153068,311.0,58.57,4.189902234960987
#_27055,17.0,16.0,94.12,11.18307488221269,15.0,88.24,15.313272866142666
#_27057,9.0,6.0,66.67,30.7976586443407,2.0,22.22,27.160690914465174
#_27059,20.0,20.0,100.0,0.0,15.0,75.0,18.977618396416343
#_27061,15.0,13.0,86.67,17.201246314845907,3.0,20.0,20.242792956177432
#_27063,2.0,2.0,100.0,0.0,0.0,0.0,0.0
#_27065,3.0,2.0,66.67,53.34310952616092,2.0,66.67,53.34310952616092
#_27067,274.0,216.0,78.83,4.837121344036586,167.0,60.95,5.776678053039406
#_27069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_27071,31.0,12.0,38.71,17.14674229704553,8.0,25.81,15.404298024273782
#_27073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_27075,299.0,266.0,88.96,3.5522408234369913,95.0,31.77,5.277360598584451
#_27077,19.0,14.0,73.68,19.801451297369727,9.0,47.37,22.451618200922624
#_27079,6.0,5.0,83.33,29.822835774397223,3.0,50.0,40.00833246545858
#_27081,3.0,3.0,100.0,0.0,3.0,100.0,0.0
#_27083,40.0,34.0,85.0,11.06575799482349,25.0,62.5,15.003124674546966
#_27085,77.0,66.0,85.71,7.817044256099501,40.0,51.95,11.159639893180001
#_27087,72.0,55.0,76.39,9.809707808424605,38.0,52.78,11.531545248288857
#_27089,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#_27091,2.0,2.0,100.0,0.0,2.0,100.0,0.0
#_27093,1.0,1.0,100.0,0.0,1.0,100.0,0.0
#_27095,17.0,8.0,47.06,23.727366610085742,1.0,5.88,11.183074882212695
#_27097,2.0,2.0,100.0,0.0,1.0,50.0,69.29646455628166
#_27099,107.0,89.0,83.18,7.0873949738612705,77.0,71.96,8.511356168469398
#_27101,3.0,2.0,66.67,53.34310952616092,2.0,66.67,53.34310952616092
#_27103,77.0,64.0,83.12,8.366613311142197,42.0,54.55,11.12179869363846
#_27105,56.0,43.0,76.79,11.05737304878514,18.0,32.14,12.231843664795589
#_27107,3.0,2.0,66.67,53.34310952616092,1.0,33.33,53.34310952616092
#_27109,111.0,87.0,78.38,7.658170943955668,56.0,50.45,9.301371629937071
#_27111,2.0,1.0,50.0,69.29646455628166,1.0,50.0,69.29646455628166
#_27113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_27115,64.0,55.0,85.94,8.516407218422566,27.0,42.19,12.099636734113137
#_27117,6.0,5.0,83.33,29.822835774397223,2.0,33.33,37.71927447552511
#_27119,33.0,30.0,90.91,9.808144869907405,20.0,60.61,16.671099126332372
#_27121,3.0,2.0,66.67,53.34310952616092,2.0,66.67,53.34310952616092
#_27123,1147.0,967.0,84.31,2.1048704872984256,691.0,60.24,2.8323050836808634
#_27125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_27127,8.0,4.0,50.0,34.64823227814083,0.0,0.0,0.0
#_27129,37.0,33.0,89.19,10.005208381800115,27.0,72.97,14.310354926529364
#_27131,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#_27133,23.0,20.0,86.96,13.762290300799439,8.0,34.78,19.464683187495375
#_27135,23.0,18.0,78.26,16.85744863340316,14.0,60.87,19.945674537036627
#_27137,1222.0,1080.0,88.38,1.7968032772544165,507.0,41.49,2.762531475013796
#_27139,16.0,16.0,100.0,0.0,11.0,68.75,22.71210786673047
#_27141,62.0,51.0,82.26,9.508924232631967,35.0,56.45,12.342020953871632
#_27143,21.0,10.0,47.62,21.361112465412468,8.0,38.1,20.77084841791495
#_27145,102.0,90.0,88.24,6.251617469009404,62.0,60.78,9.47523801271752
#_27147,83.0,49.0,59.04,10.579622548577122,39.0,46.99,10.737388073860174
#_27149,2.0,1.0,50.0,69.29646455628166,1.0,50.0,69.29646455628166
#_27151,2.0,2.0,100.0,0.0,1.0,50.0,69.29646455628166
#_27153,20.0,18.0,90.0,13.148079707698765,7.0,35.0,20.904114427547512
#_27155,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#_27157,13.0,10.0,76.92,22.904559045274404,9.0,69.23,25.089690796390087
#_27159,2.0,1.0,50.0,69.29646455628166,1.0,50.0,69.29646455628166
#_27161,6.0,5.0,83.33,29.822835774397223,3.0,50.0,40.00833246545858
#_27163,35.0,33.0,94.29,7.687283914621597,27.0,77.14,13.912333488814879
#_27165,36.0,30.0,83.33,12.175121721682201,9.0,25.0,14.14508159514583
#_27167,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#_27169,6.0,5.0,83.33,29.822835774397223,3.0,50.0,40.00833246545858
#_27171,17.0,8.0,47.06,23.727366610085742,4.0,23.53,20.164530721279178
#_27173,1.0,1.0,100.0,0.0,1.0,100.0,0.0
#_28001,55.0,33.0,60.0,12.947333877886,15.0,27.27,11.769935675548338
#_28003,61.0,31.0,50.82,12.545926716785445,11.0,18.03,9.647537708931015
#_28005,8.0,2.0,25.0,30.00624934909393,1.0,12.5,22.91765149399039
#_28007,34.0,22.0,64.71,16.063054834949305,8.0,23.53,14.25847641246097
#_28009,27.0,10.0,37.04,18.215539476603585,6.0,22.22,15.68123221084269
#_28011,9.0,5.0,55.56,32.46406956457144,4.0,44.44,32.46406956457144
#_28013,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#_28015,12.0,5.0,41.67,27.894795813556335,1.0,8.33,15.635132452695542
#_28017,103.0,69.0,66.99,9.08165940091208,40.0,38.83,9.41218369355194
#_28019,45.0,21.0,46.67,14.576541947602736,6.0,13.33,9.931144190273343
#_28021,139.0,82.0,58.99,8.176788301900737,37.0,26.62,7.3475330881682055
#_28023,116.0,67.0,57.76,8.98881875742264,19.0,16.38,6.735023370514709
#_28025,73.0,50.0,68.49,10.656937677182055,38.0,52.05,11.460387808112287
#_28027,46.0,23.0,50.0,14.44931170317992,7.0,15.22,10.380808700339461
#_28029,39.0,19.0,48.72,15.687416092377504,11.0,28.21,14.123986298492364
#_28031,47.0,20.0,42.55,14.13519945896346,12.0,25.53,12.465888174107839
#_28033,11.0,6.0,54.55,29.42551347509041,3.0,27.27,26.31837626132599
#_28035,270.0,165.0,61.11,5.814994425219454,71.0,26.3,5.251529475975264
#_28037,23.0,6.0,26.09,17.946542594290847,5.0,21.74,16.85744863340316
#_28039,19.0,17.0,89.47,13.801687033723164,5.0,26.32,19.801451297369727
#_28041,188.0,109.0,57.98,7.055767738494123,47.0,25.0,6.189816619838914
#_28043,107.0,73.0,68.22,8.822608062997645,45.0,42.06,9.353799620904724
#_28045,61.0,47.0,77.05,10.552827044112437,17.0,27.87,11.251686012064962
#_28047,539.0,391.0,72.54,3.7679118229404653,162.0,30.06,3.8709627386008716
#_28049,1312.0,697.0,53.12,2.7002998265323668,214.0,16.31,1.999184694764465
#_28051,152.0,94.0,61.84,7.722771778387124,41.0,26.97,7.05546108687597
#_28053,25.0,12.0,48.0,19.584313722977377,1.0,4.0,7.681599833368046
#_28055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_28057,63.0,37.0,58.73,12.15718516616591,16.0,25.4,10.749099145716556
#_28059,373.0,252.0,67.56,4.751020437939182,116.0,31.1,4.697766871228021
#_28061,27.0,19.0,70.37,17.223991025612218,12.0,44.44,18.743139302096054
#_28063,440.0,280.0,63.64,4.494762572514006,165.0,37.5,4.523612293490478
#_28065,2.0,1.0,50.0,69.29646455628166,0.0,0.0,0.0
#_28067,27.0,13.0,48.15,18.847194627671602,4.0,14.81,13.39818677372814
#_28069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_28071,1.0,1.0,100.0,0.0,1.0,100.0,0.0
#_28073,10.0,6.0,60.0,30.364189434266148,1.0,10.0,18.59419264179007
#_28075,47.0,35.0,74.47,12.465888174107839,22.0,46.81,14.26564650095511
#_28077,23.0,13.0,56.52,20.259932665839436,2.0,8.7,11.518267713959194
#_28079,71.0,44.0,61.97,11.292258406686427,12.0,16.9,8.717074570658582
#_28081,206.0,152.0,73.79,6.005576823075704,79.0,38.35,6.640055139261057
#_28083,111.0,38.0,34.23,8.826976136024497,21.0,18.92,7.28638337466006
#_28085,63.0,42.0,66.67,11.640420819426303,14.0,22.22,10.265776228052337
#_28087,3.0,1.0,33.33,53.34310952616092,1.0,33.33,53.34310952616092
#_28089,43.0,31.0,72.09,13.407236632401522,10.0,23.26,12.628087899451724
#_28091,1.0,1.0,100.0,0.0,0.0,0.0,0.0
#_28093,357.0,238.0,66.67,4.889954832944298,150.0,42.02,5.120225555080749
#_28095,29.0,19.0,65.52,17.299264755514304,6.0,20.69,14.743523714686297
#_28097,177.0,79.0,44.63,7.323524577101686,20.0,11.3,4.664128100497789
#_28099,15.0,10.0,66.67,23.855763806342484,2.0,13.33,17.20124631484591
#_28101,2.0,0.0,0.0,0.0,0.0,0.0,0.0
#_28103,194.0,56.0,28.87,6.376832399259637,37.0,19.07,5.528220067456324
#_28105,41.0,26.0,63.41,14.744302224050697,20.0,48.78,15.300471985833255
#_28107,73.0,4.0,5.48,5.220916855605985,2.0,2.74,3.7448726661235696
#_28109,58.0,16.0,27.59,11.503161007125913,7.0,12.07,8.384250514650297
#_28111,10.0,8.0,80.0,24.792256855720094,3.0,30.0,28.403098422531297
#_28113,10.0,6.0,60.0,30.364189434266148,3.0,30.0,28.403098422531297
#_28115,9.0,3.0,33.33,30.7976586443407,1.0,11.11,20.531387474466175
#_28117,26.0,13.0,50.0,19.219381243542035,6.0,23.08,16.195969021001208
